record_id,term_en,term_de,term_norm_en,term_norm_de,mention_count
CARDIO_002982,aneurysm with possible,Aneurysma mit möglicher,aneurysm with possible,aneurysma mit möglicher,1
CARDIO_002983,bradyarrhythmias,Bradyarrhythmien,bradyarrhythmias,bradyarrhythmien,1
CARDIO_002984,R - wave progression,R-Wellen-Progression,r - wave progression,r-wellen-progression,1
CARDIO_002985,streptococcus intermedius,Streptococcus intermedius,streptococcus intermedius,streptococcus intermedius,1
CARDIO_002986,diastolic CHF,diastolische Herzinsuffizienz,diastolic chf,diastolische herzinsuffizienz,1
CARDIO_002987,hemodynamicaly,hämodynamisch,hemodynamicaly,hämodynamisch,1
CARDIO_002988,statin,Statine,statin,statine,2
CARDIO_002989,agrenox,Agrenox,agrenox,agrenox,1
CARDIO_002990,paroxysmal afibrillation,paroxysmales Vorhofflimmern,paroxysmal afibrillation,paroxysmales vorhofflimmern,1
CARDIO_002991,rate controlled,frequenzkontrolliert,rate controlled,frequenzkontrolliert,1
CARDIO_002992,cath,Katheter,cath,katheter,2
CARDIO_002993,blood pressurs,Blutdruck,blood pressurs,blutdruck,1
CARDIO_002994,LOpressor,LOpressor,lopressor,lopressor,1
CARDIO_002995,Mitral insufficiency,Mitralinsuffizienz,mitral insufficiency,mitralinsuffizienz,1
CARDIO_002996,Troponins,Troponine,troponins,troponine,2
CARDIO_002997,thromboembolectomy,Thromboembolektomie,thromboembolectomy,thromboembolektomie,1
CARDIO_002998,systolic blood pressures,systolische Blutdruckwerte,systolic blood pressures,systolische blutdruckwerte,2
CARDIO_002999,Zestril,Zestril,zestril,zestril,2
CARDIO_003000,Minipress,Minipress,minipress,minipress,1
CARDIO_003001,Ramipril,Ramipril,ramipril,ramipril,1
CARDIO_003002,diphtheroid,diphtheroide,diphtheroid,diphtheroide,1
CARDIO_003003,pericardia,Perikard,pericardia,perikard,1
CARDIO_003004,Atherosclerotic,Atherosklerotisch,atherosclerotic,atherosklerotisch,4
CARDIO_003005,HIGH BLOOD,BLUTHOCHDRUCK,high blood,bluthochdruck,1
CARDIO_003006,CPKMB,CPKMB,cpkmb,cpkmb,1
CARDIO_003007,AoX,AoX,aox,aox,1
CARDIO_003008,monitoring,Überwachung,monitoring,überwachung,1
CARDIO_003009,BETA BLOCKERS,BETABLOCKER,beta blockers,betablocker,2
CARDIO_003010,Coronary sinus,Koronarsinus,coronary sinus,koronarsinus,1
CARDIO_003011,sustained SVT,anhaltende SVT,sustained svt,anhaltende svt,1
CARDIO_003012,VA,VA,va,va,1
CARDIO_003013,Coronary disease,Koronare Herzkrankheit,coronary disease,koronare herzkrankheit,1
CARDIO_003014,sinoatrial node,Sinusknoten,sinoatrial node,sinusknoten,1
CARDIO_003015,STENTING,STENTIMPLANTATION,stenting,stentimplantation,3
CARDIO_003016,CORONARY ARTERY,Koronararterie,coronary artery,koronararterie,2
CARDIO_003017,CIRCUMFLEX,CIRCUMFLEX,circumflex,circumflex,2
CARDIO_003018,non - ST elevation myocardial infarction,Myokardinfarkt ohne ST-Strecken-Hebung,non - st elevation myocardial infarction,myokardinfarkt ohne st-strecken-hebung,1
CARDIO_003019,circumflex,Circumflex,circumflex,circumflex,1
CARDIO_003020,drug eluting stents,medikamentenfreisetzende Stents,drug eluting stents,medikamentenfreisetzende stents,1
CARDIO_003021,cryo - maze,Kryo-Maze,cryo - maze,kryo-maze,1
CARDIO_003022,maze procedure,Maze-Verfahren,maze procedure,maze-verfahren,2
CARDIO_003023,remote myocardial infarction,früherer Myokardinfarkt,remote myocardial infarction,früherer myokardinfarkt,1
CARDIO_003024,post angioplasty,nach der Angioplastie,post angioplasty,nach der angioplastie,4
CARDIO_003025,Coronary artery bypass,Koronararterien-Bypass,coronary artery bypass,koronararterien-bypass,1
CARDIO_003026,LEFT ANTERIOR DESCENDING,LINKE VORDERE ABSTEIGENDE ARTERIE,left anterior descending,linke vordere absteigende arterie,1
CARDIO_003027,CORONARY ARTERY .,KORONARARTERIE .,coronary artery .,koronararterie .,1
CARDIO_003028,CORONARY ARTERY .,KORONARARTERIE .,coronary artery .,koronararterie .,1
CARDIO_003029,Coronary artery bypass grafting,Koronararterien-Bypass-Operation,coronary artery bypass grafting,koronararterien-bypass-operation,1
CARDIO_003030,Coronary artery bypass graft,Koronararterien-Bypass-Transplantat,coronary artery bypass graft,koronararterien-bypass-transplantat,1
CARDIO_003031,Coronary angiography,Koronarangiographie,coronary angiography,koronarangiographie,1
CARDIO_003032,panic disorder,Panikstörung,panic disorder,panikstörung,2
CARDIO_003033,waveform,Wellenform,waveform,wellenform,2
CARDIO_003034,biventricular cardiac assist devices,biventrikuläre Herzunterstützungsgeräte,biventricular cardiac assist devices,biventrikuläre herzunterstützungsgeräte,1
CARDIO_003035,beta,Beta,beta,beta,1
CARDIO_003036,labetolol,Labetolol,labetolol,labetolol,1
CARDIO_003037,dioxin,Dioxin,dioxin,dioxin,1
CARDIO_003038,anti - hypertensive,blutdrucksenkend,anti - hypertensive,blutdrucksenkend,1
CARDIO_003039,Valvular disease,Herzklappenerkrankung,valvular disease,herzklappenerkrankung,1
CARDIO_003040,tracleer,Tracleer,tracleer,tracleer,1
CARDIO_003041,Nutritional therapy,Ernährungstherapie,nutritional therapy,ernährungstherapie,1
CARDIO_003042,Unstable angina,Instabile Angina,unstable angina,instabile angina,1
CARDIO_003043,Nutrition Therapy,Ernährungstherapie,nutrition therapy,ernährungstherapie,1
CARDIO_003044,tachyrhythmia,Tachyrhythmie,tachyrhythmia,tachyrhythmie,1
CARDIO_003045,ARTERIOVENOUS FISTULA,ARTERIOVENÖSE FISTEL,arteriovenous fistula,arteriovenöse fistel,1
CARDIO_003046,zone cannula system,Zonenkanülensystem,zone cannula system,zonenkanülensystem,1
CARDIO_003047,MAP,MAP,map,map,1
CARDIO_003048,Congestive cardiomyopathy,Kongestive Kardiomyopathie,congestive cardiomyopathy,kongestive kardiomyopathie,1
CARDIO_003049,double-outlet left ventricle,Doppelausgangsventrikel,double-outlet left ventricle,doppelausgangsventrikel,1
CARDIO_003050,valvulotomy,Valvulotomie,valvulotomy,valvulotomie,1
CARDIO_003051,Diagonal,Diagonale,diagonal,diagonale,1
CARDIO_003052,Ascending aorta,Aufsteigende Aorta,ascending aorta,aufsteigende aorta,2
CARDIO_003053,Aortic Valve replacement,Aortenklappenersatz,aortic valve replacement,aortenklappenersatz,2
CARDIO_003054,Aortic valve,Aortenklappe,aortic valve,aortenklappe,1
CARDIO_003055,Valve Repair,Klappenreparatur,valve repair,klappenreparatur,1
CARDIO_003056,arterial venous,arteriell venös,arterial venous,arteriell venös,1
CARDIO_003057,Vit,Vit,vit,vit,1
CARDIO_003058,resume,Weiter,resume,weiter,1
CARDIO_003059,list,Liste,list,liste,1
CARDIO_003060,tilt,Tilt-Test,tilt,tilt-test,1
CARDIO_003061,INTERVENTRICULAR,INTERVENTRIKULÄR,interventricular,interventrikulär,1
CARDIO_003062,CONUS MEDULLARIS,CONUS MEDULLARIS,conus medullaris,conus medullaris,2
CARDIO_003063,occluder,Okkluder,occluder,okkluder,4
CARDIO_003064,TRICUSPID INSUFFICIENCIES,TRICUSPIDALINSUFFIZIENZEN,tricuspid insufficiencies,tricuspidalinsuffizienzen,1
CARDIO_003065,TRICUSPID,TRICUSPID,tricuspid,tricuspid,3
CARDIO_003066,SYSTOLIC PULMONARY PRESSURE,SYSTOLISCHER LUNGENDRUCK,systolic pulmonary pressure,systolischer lungendruck,1
CARDIO_003067,AV -,AV -,av -,av -,1
CARDIO_003068,anterior tibial,Arteria tibialis anterior,anterior tibial,arteria tibialis anterior,1
CARDIO_003069,tibioperoneal,tibioperoneal,tibioperoneal,tibioperoneal,1
CARDIO_003070,Clonidine hydrochloride,Clonidinhydrochlorid,clonidine hydrochloride,clonidinhydrochlorid,1
CARDIO_003071,PA catheter,PA-Katheter,pa catheter,pa-katheter,1
CARDIO_003072,Type A,Typ A,type a,typ a,1
CARDIO_003073,ARRHYTHMOGENIC RIGHT VENTRICULAR DYSPLASIA,ARRHYTHMOGENE RECHTE VENTRIKELDYSPLASIE,arrhythmogenic right ventricular dysplasia,arrhythmogene rechte ventrikeldysplasie,2
CARDIO_003074,cardiac tamponade,Herztamponade,cardiac tamponade,herztamponade,1
CARDIO_003075,tamponade,Tamponade,tamponade,tamponade,1
CARDIO_003076,stress tests,Belastungstests,stress tests,belastungstests,1
CARDIO_003077,CK - MB,CK - MB,ck - mb,ck - mb,1
CARDIO_003078,prostacyclin,Prostacyclin,prostacyclin,prostacyclin,1
CARDIO_003079,Htn,Htn,htn,htn,1
CARDIO_003080,cavoarterial,kavoarteriell,cavoarterial,kavoarteriell,1
CARDIO_003081,T-waves,T-Wellen,t-waves,t-wellen,1
CARDIO_003082,EKGs,EKGs,ekgs,ekgs,1
CARDIO_003083,MPI,MPI,mpi,mpi,1
CARDIO_003084,Tacchycardia,Tachykardie,tacchycardia,tachykardie,1
CARDIO_003085,Dig,Dig,dig,dig,1
CARDIO_003086,structural heart,strukturelle Herzerkrankung,structural heart,strukturelle herzerkrankung,1
CARDIO_003087,sodium channel,Natriumkanal,sodium channel,natriumkanal,1
CARDIO_003088,subacute bacterial endocarditis,subakute bakterielle Endokarditis,subacute bacterial endocarditis,subakute bakterielle endokarditis,1
CARDIO_003089,Central venous pressures,Zentralvenöse Drücke,central venous pressures,zentralvenöse drücke,1
CARDIO_003090,Cell Saver blood,Cell-Saver-Blut,cell saver blood,cell-saver-blut,1
CARDIO_003091,endothelial,endothelial,endothelial,endothelial,4
CARDIO_003092,Subclavian vein,Vena subclavia,subclavian vein,vena subclavia,1
CARDIO_003093,Obstructive,Obstruktiv,obstructive,obstruktiv,1
CARDIO_003094,CARDIOVASCULAR SYSTEM,HERZ-KREISLAUF-SYSTEM,cardiovascular system,herz-kreislauf-system,1
CARDIO_003095,Cardiovascular,Herz-Kreislauf,cardiovascular,herz-kreislauf,1
CARDIO_003096,phenylepinephrine,Phenylepinephrin,phenylepinephrine,phenylepinephrin,1
CARDIO_003097,pulses,Pulse,pulses,pulse,1
CARDIO_003098,DP pulses,DP-Pulse,dp pulses,dp-pulse,1
CARDIO_003099,mechnical,mechanisch,mechnical,mechanisch,1
CARDIO_003100,a fib,Vorhofflimmern,a fib,vorhofflimmern,2
CARDIO_003101,Pressors,Blutdruckerhöher,pressors,blutdruckerhöher,1
CARDIO_003102,Systolic Ejection Murmur,Systolisches Ejektionsgeräusch,systolic ejection murmur,systolisches ejektionsgeräusch,1
CARDIO_003103,Galaverdin,Galaverdin,galaverdin,galaverdin,1
CARDIO_003104,late -,spät -,late -,spät -,1
CARDIO_003105,puslus,Puls,puslus,puls,1
CARDIO_003106,b -,b -,b -,b -,1
CARDIO_003107,LVAD HM,LVAD HM,lvad hm,lvad hm,1
CARDIO_003108,pvc,pvc,pvc,pvc,1
CARDIO_003109,electrophysiological,elektrophysiologisch,electrophysiological,elektrophysiologisch,1
CARDIO_003110,beta-blocker,Betablocker,beta-blocker,betablocker,2
CARDIO_003111,non - Q - wave myocardial infarction,Nicht-Q-Wellen-Myokardinfarkt,non - q - wave myocardial infarction,nicht-q-wellen-myokardinfarkt,1
CARDIO_003112,aberrantly conductive complexes,abnorm geführte Komplexe,aberrantly conductive complexes,abnorm geführte komplexe,1
CARDIO_003113,T-wave,T-Welle,t-wave,t-welle,3
CARDIO_003114,Cardiogenic shock,kardiogener Schock,cardiogenic shock,kardiogener schock,1
CARDIO_003115,Postcardiotomy,Postkardiotomie,postcardiotomy,postkardiotomie,1
CARDIO_003116,SCLS,SCLS,scls,scls,1
CARDIO_003117,Cardiac output,Herzzeitvolumen,cardiac output,herzzeitvolumen,1
CARDIO_003118,Cardiac index,Herzindex,cardiac index,herzindex,3
CARDIO_003119,ejection murmur,Ejektionsgeräusch,ejection murmur,ejektionsgeräusch,2
CARDIO_003120,Cardiac,Kardial,cardiac,kardial,1
CARDIO_003121,Cardiac cath,Herzkatheterisierung,cardiac cath,herzkatheterisierung,3
CARDIO_003122,rapid,schnell,rapid,schnell,1
CARDIO_003123,Beta - Blockers,Beta-Blocker,beta - blockers,beta-blocker,1
CARDIO_003124,LEFT ATRIUM,LINKER VORHOF,left atrium,linker vorhof,2
CARDIO_003125,TRICUSPID,TRICUSPID,tricuspid,tricuspid,1
CARDIO_003126,aortopulmonic,aortopulmonal,aortopulmonic,aortopulmonal,1
CARDIO_003127,V2,V2,v2,v2,2
CARDIO_003128,Bypass surgery,Bypass-Operation,bypass surgery,bypass-operation,1
CARDIO_003129,rheumatoid fever,Rheumatisches Fieber,rheumatoid fever,rheumatisches fieber,1
CARDIO_003130,Haemophilus influenzae,Haemophilus influenzae,haemophilus influenzae,haemophilus influenzae,1
CARDIO_003131,Brimonidine tartrate,Brimonidintartrat,brimonidine tartrate,brimonidintartrat,1
CARDIO_003132,Conn,Conn,conn,conn,1
CARDIO_003133,primary,primär,primary,primär,1
CARDIO_003134,pericardial effusions,Perikardergüsse,pericardial effusions,perikardergüsse,1
CARDIO_003135,Brain stem,Hirnstamm,brain stem,hirnstamm,1
CARDIO_003136,Brain natriuretic peptide,Hirn-natriuretisches Peptid,brain natriuretic peptide,hirn-natriuretisches peptid,1
CARDIO_003137,ANEURYSMS,ANEURYSMA,aneurysms,aneurysma,1
CARDIO_003138,Blood pool images,Bilder des Blutpools,blood pool images,bilder des blutpools,1
CARDIO_003139,VNP,VNP,vnp,vnp,1
CARDIO_003140,BIVENTRICULAR AUTOMATIC IMPLANTABLE CARDIOVERTER -,BIVENTRIKULÄRER AUTOMATISCHER IMPLANTIERBARER KARDIOVERTER –,biventricular automatic implantable cardioverter -,biventrikulärer automatischer implantierbarer kardioverter –,1
CARDIO_003141,BIVENTRICULAR,BIVENTRIKULÄR,biventricular,biventrikulär,2
CARDIO_003142,CAMPBELL - WILLIAMS,CAMPBELL-WILLIAMS,campbell - williams,campbell-williams,1
CARDIO_003143,PTA,PTA,pta,pta,1
CARDIO_003144,Beta naturetic,Beta-natriuretisch,beta naturetic,beta-natriuretisch,1
CARDIO_003145,Beta natriuretic peptid,Beta-natriuretisches Peptid,beta natriuretic peptid,beta-natriuretisches peptid,1
CARDIO_003146,tricuspid region,Trikuspidalbereich,tricuspid region,trikuspidalbereich,1
CARDIO_003147,C6,C6,c6,c6,1
CARDIO_003148,axillary arterial,Axillare Arterie,axillary arterial,axillare arterie,1
CARDIO_003149,pacers,Herzschrittmacher,pacers,herzschrittmacher,1
CARDIO_003150,right internal mammary artery,rechte innere Brustarterie,right internal mammary artery,rechte innere brustarterie,1
CARDIO_003151,bypass,Bypass,bypass,bypass,1
CARDIO_003152,nuclear adenosine stress test,nuklearer Adenosin-Belastungstest,nuclear adenosine stress test,nuklearer adenosin-belastungstest,1
CARDIO_003153,His - Purkinje disease,His-Purkinje-Krankheit,his - purkinje disease,his-purkinje-krankheit,1
CARDIO_003154,arterial blood gasses,arterielle Blutgase,arterial blood gasses,arterielle blutgase,1
CARDIO_003155,MADIT SCD - HeFT,MADIT SCD – HeFT,madit scd - heft,madit scd – heft,1
CARDIO_003156,biventricular pacing defibrillator,biventrikulärer Schrittmacher-Defibrillator,biventricular pacing defibrillator,biventrikulärer schrittmacher-defibrillator,1
CARDIO_003157,tachycardias,Tachykardien,tachycardias,tachykardien,1
CARDIO_003158,arteriovenous node,arteriovenöser Knoten,arteriovenous node,arteriovenöser knoten,1
CARDIO_003159,rheumatic valvular,rheumatische Herzklappenerkrankung,rheumatic valvular,rheumatische herzklappenerkrankung,1
CARDIO_003160,streptococcus group D,Streptokokken der Gruppe D,streptococcus group d,streptokokken der gruppe d,1
CARDIO_003161,LEFT ANTERIOR,LINKE VORDERE,left anterior,linke vordere,1
CARDIO_003162,CIRCUNFLEX,CIRCUNFLEX,circunflex,circunflex,1
CARDIO_003163,REPERFUSION,REPERFUSION,reperfusion,reperfusion,1
CARDIO_003164,B type natriuretic,B-Typ-natriuretisches,b type natriuretic,b-typ-natriuretisches,1
CARDIO_003165,49,49,49,49,1
CARDIO_003166,36.3,36.3,36.3,36.3,1
CARDIO_003167,36.4,36.4,36.4,36.4,1
CARDIO_003168,worsening renal,Verschlechterung der Nierenfunktion,worsening renal,verschlechterung der nierenfunktion,1
CARDIO_003169,Beta - blockers,Beta-Blocker,beta - blockers,beta-blocker,1
CARDIO_003170,calcium channel blockers,Kalziumkanalblocker,calcium channel blockers,kalziumkanalblocker,1
CARDIO_003171,AV NODAL,AV-Knoten,av nodal,av-knoten,1
CARDIO_003172,AS murmur,AS-Geräusch,as murmur,as-geräusch,1
CARDIO_003173,Atrioventricular node,Atrioventrikulärer Knoten,atrioventricular node,atrioventrikulärer knoten,2
CARDIO_003174,LEAD,Elektrode,lead,elektrode,1
CARDIO_003175,Radial artery,Radialarterie,radial artery,radialarterie,1
CARDIO_003176,Ascending aorta,Aufsteigende Aorta,ascending aorta,aufsteigende aorta,4
CARDIO_003177,Intramyocardial,Intramyokardial,intramyocardial,intramyokardial,1
CARDIO_003178,supra - ventricular tachycardia,supraventrikuläre Tachykardie,supra - ventricular tachycardia,supraventrikuläre tachykardie,1
CARDIO_003179,Atrial,Vorhof,atrial,vorhof,1
CARDIO_003180,CORONARY ARTERIES,KORONARARTERIEN,coronary arteries,koronararterien,1
CARDIO_003181,coronary arteries .,Koronararterien.,coronary arteries .,koronararterien.,2
CARDIO_003182,end - organ,End – Organ,end - organ,end – organ,1
CARDIO_003183,cusp,Zahnspitze,cusp,zahnspitze,1
CARDIO_003184,nephrotic,nephrotisch,nephrotic,nephrotisch,1
CARDIO_003185,T / P / R,T / P / R,t / p / r,t / p / r,1
CARDIO_003186,esophagogastric mucosal junction,Ösophagogastrischer Schleimhautübergang,esophagogastric mucosal junction,ösophagogastrischer schleimhautübergang,1
CARDIO_003187,right coronary arteries,rechte Koronararterien,right coronary arteries,rechte koronararterien,1
CARDIO_003188,aspirins,Aspirin,aspirins,aspirin,1
CARDIO_003189,R-R interval,R-R-Intervall,r-r interval,r-r-intervall,1
CARDIO_003190,Wenckebach,Wenckebach,wenckebach,wenckebach,3
CARDIO_003191,New York Heart Association class I,New York Heart Association Klasse I,new york heart association class i,new york heart association klasse i,1
CARDIO_003192,end systolic area,endsystolische Fläche,end systolic area,endsystolische fläche,1
CARDIO_003193,end diastolic area,enddiastolischer Bereich,end diastolic area,enddiastolischer bereich,1
CARDIO_003194,end systolic,endsystolisch,end systolic,endsystolisch,1
CARDIO_003195,end diastolic,enddiastolisch,end diastolic,enddiastolisch,1
CARDIO_003196,MS - III,MS – III,ms - iii,ms – iii,1
CARDIO_003197,VENTRICULAR PERITONEAL SHUNT,VENTRIKULÄR-PERITONEALER SHUNT,ventricular peritoneal shunt,ventrikulär-peritonealer shunt,1
CARDIO_003198,VENTRICULAR,VENTRIKULÄR,ventricular,ventrikulär,1
CARDIO_003199,trifascicular block,Trifaszikulärer Block,trifascicular block,trifaszikulärer block,1
CARDIO_003200,micro and macrovascular disease,Mikro- und Makrovaskuläre Erkrankung,micro and macrovascular disease,mikro- und makrovaskuläre erkrankung,1
CARDIO_003201,Familial Mediteranean Anemia,Familiäre Mittelmeeranämie,familial mediteranean anemia,familiäre mittelmeeranämie,1
CARDIO_003202,isosorbide,Isosorbid,isosorbide,isosorbid,1
CARDIO_003203,ICD-9-CM,ICD-9-CM,icd-9-cm,icd-9-cm,1
CARDIO_003204,FIBRILLATION (,FIBRILLATION (,fibrillation (,fibrillation (,1
CARDIO_003205,ICD-9-CM,ICD-9-CM,icd-9-cm,icd-9-cm,1
CARDIO_003206,tricuspid valvae,Trikuspidalklappen,tricuspid valvae,trikuspidalklappen,1
CARDIO_003207,tachyarrhythmia,Tachyarrhythmie,tachyarrhythmia,tachyarrhythmie,1
CARDIO_003208,arteriovenous malformations,arteriovenöse Malformationen,arteriovenous malformations,arteriovenöse malformationen,1
CARDIO_003209,aortic iliac grafts,Aorten-Hüft-Transplantate,aortic iliac grafts,aorten-hüft-transplantate,1
CARDIO_003210,POEMS,POEMS,poems,poems,1
CARDIO_003211,macrovascular disease,makrovaskuläre Erkrankung,macrovascular disease,makrovaskuläre erkrankung,1
CARDIO_003212,capture,Capture,capture,capture,1
CARDIO_003213,pressors,Blutdrucksteigerer,pressors,blutdrucksteigerer,1
CARDIO_003214,cusp,Segel,cusp,segel,2
CARDIO_003215,stroke,Schlaganfall,stroke,schlaganfall,1
CARDIO_003216,stress dosing,Stressdosierung,stress dosing,stressdosierung,1
CARDIO_003217,SYSTOLIC PRESSURES,SYSTOLISCHE DRÜCKE,systolic pressures,systolische drücke,1
CARDIO_003218,PERICARDIUM,PERIKARD,pericardium,perikard,1
CARDIO_003219,CHRONIC PERICARDITIS,CHRONISCHE PERIKARDITIS,chronic pericarditis,chronische perikarditis,1
CARDIO_003220,Artifacts,Artefakte,artifacts,artefakte,1
CARDIO_003221,tachy,Tachy,tachy,tachy,2
CARDIO_003222,Arch,Bogen,arch,bogen,1
CARDIO_003223,projections,Prognosen,projections,prognosen,2
CARDIO_003224,non - ST - wave,Nicht-ST-Welle,non - st - wave,nicht-st-welle,1
CARDIO_003225,ST - wave,ST-Welle,st - wave,st-welle,1
CARDIO_003226,arched,gewölbt,arched,gewölbt,1
CARDIO_003227,A - V fistula,A-V-Fistel,a - v fistula,a-v-fistel,1
CARDIO_003228,triple vessel disease,Dreifachgefäßerkrankung,triple vessel disease,dreifachgefäßerkrankung,1
CARDIO_003229,Magna pericardial,Magna perikardial,magna pericardial,magna perikardial,1
CARDIO_003230,NON Q WAVE MI,MI ohne Q-Welle,non q wave mi,mi ohne q-welle,1
CARDIO_003231,Q WAVE,Q-WELLE,q wave,q-welle,1
CARDIO_003232,AORTIC BULB,AORTENBULBUS,aortic bulb,aortenbulbus,1
CARDIO_003233,Ankle - brachial indices,Knöchel-Arm-Index,ankle - brachial indices,knöchel-arm-index,1
CARDIO_003234,Angiotensin-converting enzyme inhibitor,Angiotensin-Converting-Enzym-Hemmer,angiotensin-converting enzyme inhibitor,angiotensin-converting-enzym-hemmer,1
CARDIO_003235,Angioplasty,Angioplastie,angioplasty,angioplastie,1
CARDIO_003236,CLAUDICATION,Claudicatio,claudication,claudicatio,1
CARDIO_003237,Sciatic nerve,Ischiasnerv,sciatic nerve,ischiasnerv,1
CARDIO_003238,Midazolam,Midazolam,midazolam,midazolam,2
CARDIO_003239,thoracics,Thoraxchirurgen,thoracics,thoraxchirurgen,1
CARDIO_003240,CVP,CVP,cvp,cvp,2
CARDIO_003241,CARTO,CARTO,carto,carto,2
CARDIO_003242,pulmonary vein vestibules,Lungenvenenvorhöfe,pulmonary vein vestibules,lungenvenenvorhöfe,1
CARDIO_003243,sympathetic,sympathisch,sympathetic,sympathisch,1
CARDIO_003244,AV sequential pacemaker,AV-Sequenzschrittmacher,av sequential pacemaker,av-sequenzschrittmacher,1
CARDIO_003245,acute lateral infarct,akuter lateraler Infarkt,acute lateral infarct,akuter lateraler infarkt,1
CARDIO_003246,mitral regurgiation,Mitralinsuffizienz,mitral regurgiation,mitralinsuffizienz,1
CARDIO_003247,hypokinetic anterior,hypokinetisch anterior,hypokinetic anterior,hypokinetisch anterior,1
CARDIO_003248,PAP,PAP,pap,pap,1
CARDIO_003249,RA,RA,ra,ra,1
CARDIO_003250,mitral insufficiency,Mitralinsuffizienz,mitral insufficiency,mitralinsuffizienz,2
CARDIO_003251,fossa,Fossa,fossa,fossa,1
CARDIO_003252,devitalized,devitalisiert,devitalized,devitalisiert,1
CARDIO_003253,alpha,alpha,alpha,alpha,1
CARDIO_003254,AA,AA,aa,aa,1
CARDIO_003255,thyroid toxicosis,Schilddrüsentoxikose,thyroid toxicosis,schilddrüsentoxikose,1
CARDIO_003256,Fanconi ' s syndrome,Fanconi-Syndrom,fanconi ' s syndrome,fanconi-syndrom,1
CARDIO_003257,takayasu,Takayasu,takayasu,takayasu,1
CARDIO_003258,precoronary stenting,Präkoronare Stentimplantation,precoronary stenting,präkoronare stentimplantation,1
CARDIO_003259,electrocardiograms,Elektrokardiogramme,electrocardiograms,elektrokardiogramme,1
CARDIO_003260,is coronary,ist koronar,is coronary,ist koronar,1
CARDIO_003261,ST elevation MI,ST-Hebungs-MI,st elevation mi,st-hebungs-mi,1
CARDIO_003262,hr,hr,hr,hr,1
CARDIO_003263,diltiazem,Diltiazem,diltiazem,diltiazem,1
CARDIO_003264,IV,IV,iv,iv,1
CARDIO_003265,interstitial pulmonary fibrosis,interstitielle Lungenfibrose,interstitial pulmonary fibrosis,interstitielle lungenfibrose,1
CARDIO_003266,plasminogen activator inhibitor,Plasminogenaktivator-Inhibitor,plasminogen activator inhibitor,plasminogenaktivator-inhibitor,1
CARDIO_003267,portal,portale,portal,portale,1
CARDIO_003268,autonomic dysfunction,autonome Dysfunktion,autonomic dysfunction,autonome dysfunktion,1
CARDIO_003269,COZAAR,COZAAR,cozaar,cozaar,1
CARDIO_003270,0,0,0,0,1
CARDIO_003271,bumetanide,Bumetanid,bumetanide,bumetanid,1
CARDIO_003272,ZESTRIL,ZESTRIL,zestril,zestril,1
CARDIO_003273,CARDIAC ARREST,Herzstillstand,cardiac arrest,herzstillstand,2
CARDIO_003274,ANGINA,ANGINA,angina,angina,1
CARDIO_003275,ACE INHIBITOR,ACE-HEMMER,ace inhibitor,ace-hemmer,2
CARDIO_003276,PROCARDIA,PROCARDIA,procardia,procardia,1
CARDIO_003277,CAFFEINE,KOFFEIN,caffeine,koffein,4
CARDIO_003278,TACHYCARDIC,TACHYKARD,tachycardic,tachykard,1
CARDIO_003279,Sotalol,Sotalol,sotalol,sotalol,1
CARDIO_003280,TIMOLOL,TIMOLOL,timolol,timolol,1
CARDIO_003281,MONOPRIL,MONOPRIL,monopril,monopril,1
CARDIO_003282,PRAZOSIN,PRAZOSIN,prazosin,prazosin,1
CARDIO_003283,LOTREL,LOTREL,lotrel,lotrel,2
CARDIO_003284,EPINEPHRINE,EPINEPHRIN,epinephrine,epinephrin,1
CARDIO_003285,Epinephrine,Adrenalin,epinephrine,adrenalin,1
CARDIO_003286,EPHEDRA,EPHEDRA,ephedra,ephedra,1
CARDIO_003287,ALTACE,ALTACE,altace,altace,1
CARDIO_003288,pulseless electrical activity,pulslose elektrische Aktivität,pulseless electrical activity,pulslose elektrische aktivität,2
CARDIO_003289,end - systolic velocities,End-systolische Geschwindigkeiten,end - systolic velocities,end-systolische geschwindigkeiten,1
CARDIO_003290,22:00:00,22:00:00,22:00:00,22:00:00,1
CARDIO_003291,13:34:00,13:34:00,13:34:00,13:34:00,1
CARDIO_003292,subendothelial,subendothelial,subendothelial,subendothelial,1
CARDIO_003293,aortic isthmus,Aortenisthmus,aortic isthmus,aortenisthmus,1
CARDIO_003294,aortopulmonary,aortopulmonal,aortopulmonary,aortopulmonal,1
CARDIO_003295,technetium-99 m,Technetium-99m,technetium-99 m,technetium-99m,1
CARDIO_003296,dofetilide,Dofetilid,dofetilide,dofetilid,1
CARDIO_003297,nonsustained ventricular tachycardia,nicht anhaltende ventrikuläre Tachykardie,nonsustained ventricular tachycardia,nicht anhaltende ventrikuläre tachykardie,1
CARDIO_003298,antitachycardia pacing,Antitachykardie-Stimulation,antitachycardia pacing,antitachykardie-stimulation,1
CARDIO_003299,Gastrointestinal,Magen-Darm-Trakt,gastrointestinal,magen-darm-trakt,1
CARDIO_003300,His bundle,His-Bündel,his bundle,his-bündel,2
CARDIO_003301,Vitatron,Vitatron,vitatron,vitatron,1
CARDIO_003302,Contak Renewal,Contak Renewal,contak renewal,contak renewal,1
CARDIO_003303,TIMI,TIMI,timi,timi,1
CARDIO_003304,aortic,Aorten-,aortic,aorten-,1
CARDIO_003305,Lidocaine,Lidocain,lidocaine,lidocain,1
