record_id	mention_count	ann_text_en	ann_text_de_old	ann_text_de	general_definition_en	lay_definition_en	lay_definition_de
CARDIO_000066	1	Levothyroxine Sodium	Levothyroxin-Natrium	Levothyroxin-Natrium	A synthetic levoisomer of thyroxine (T4), similar to the endogenous hormone produced by the thyroid gland. Thyroxine is de-iodinated to form triiodothyronine (T3) in the peripheral tissues. T3 enters the cell and binds to nuclear thyroid hormone receptors, and the hormone-receptor complex in turn triggers gene expression and produces proteins required in the regulation of cellular respiration, thermogenesis, cellular growth and differentiation, and metabolism of proteins, carbohydrates and lipids. T4 and T3 also possess cardiac stimulatory effect.	A medication used to treat thyroid conditions.	Ein Arzneimittel zur Behandlung von Schilddrüsenerkrankungen.
CARDIO_000067	3	Heart Rate	Herzfrequenz	Herzfrequenz	A measurement of the median number of cycles of contraction and subsequent relaxation of the heart, usually expressed as beats per minute, obtained from a set of measurements of the heart rate.	A heart rate shows how quickly or slowly your heart is beating.	Die Herzfrequenz gibt an, wie schnell oder langsam Ihr Herz schlägt.
CARDIO_000068	1	Physical Exam Constitutional	Körperliche Untersuchung – Konstitution	Körperliche Untersuchung Konstitution	Systematic and thorough inspection of the patient for physical signs of disease or abnormality. Constitutional	Checking your temperature, blood pressure, and heart rate when you see the doctor.	Bei einem Arztbesuch werden Ihre Temperatur, Ihr Blutdruck und Ihre Herzfrequenz gemessen.
CARDIO_000069	2	Transthoracic echocardiogram	Transthorakales Echokardiogramm	Transthorakales Echokardiogramm	An image of the heart produced by ultrasonography.	A heart picture taken from the outside using sound waves.	Eine Herzaufnahme, die von außen mithilfe von Schallwellen aufgenommen wurde.
CARDIO_000070	36	LV	LV	LV	The left ventricular volume calculated as the difference between the epicardium delimited volume and the left ventricular chamber volume.	The big heart chamber pumping blood around the body.	Die große Herzkammer, die das Blut durch den Körper pumpt.
CARDIO_000071	15	ECG	EKG	ECG	ECG	It's a heart test that checks the electrical activity of your heart.	Es handelt sich um eine Herzuntersuchung, bei der die elektrische Aktivität Ihres Herzens überprüft wird.
CARDIO_000072	110	ischemia	Ischämie	Ischämie	Localized reduction of blood flow to brain tissue due to arterial obstruction or systemic hypoperfusion. This frequently occurs in conjunction with brain hypoxia (HYPOXIA, BRAIN). Prolonged ischemia is associated with BRAIN INFARCTION.	Not enough blood flow due to blocked or narrowed blood vessels.	Unzureichende Durchblutung aufgrund verstopfter oder verengter Blutgefäße.
CARDIO_000073	27	arrhythmia	Herzrhythmusstörung	Arrhythmie	Any disturbances of the normal rhythmic beating of the heart or MYOCARDIAL CONTRACTION. Cardiac arrhythmias can be classified by the abnormalities in HEART RATE, disorders of electrical impulse generation, or impulse conduction.	Arrhythmia is a deviation from the regular heartbeat pattern.	Eine Arrhythmie ist eine Abweichung vom normalen Herzrhythmus.
CARDIO_000074	1	VPC	VPC	VPC	A type of cardiac arrhythmia with premature contractions of the HEART VENTRICLES. It is characterized by the premature QRS complex on ECG that is of abnormal shape and great duration (generally >129 msec). It is the most common form of all cardiac arrhythmias. Premature ventricular complexes have no clinical significance except in concurrence with heart diseases.	A common irregular heart rhythm affecting the ventricles.	Eine häufige Herzrhythmusstörung, die die Herzkammern betrifft.
CARDIO_000075	2	APC	APC	APC	A type of cardiac arrhythmia with premature atrial contractions or beats caused by signals originating from ectopic atrial sites. The ectopic signals may or may not conduct to the HEART VENTRICLES. Atrial premature complexes are characterized by premature P waves on ECG which are different in configuration from the P waves generated by the normal pacemaker complex in the SINOATRIAL NODE.	Extra heartbeats in the atria.	Zusätzliche Herzschläge in den Vorhöfen.
CARDIO_000076	1	TL-201	TL-201	TL-201	TL-201	A safe radioisotope used in nuclear medicine scans for cardiac stress tests.	Ein sicheres Radioisotop, das in der Nuklearmedizin für Herzbelastungstests verwendet wird.
CARDIO_000077	1	Moyamoya disease	Moyamoya-Krankheit	Moyamoya-Krankheit	A noninflammatory, progressive occlusion of the intracranial CAROTID ARTERIES and the formation of netlike collateral arteries arising from the CIRCLE OF WILLIS. Cerebral angiogram shows the puff-of-smoke (moyamoya) collaterals at the base of the brain. It is characterized by endothelial HYPERPLASIA and FIBROSIS with thickening of arterial walls. This disease primarily affects children but can also occur in adults.	Moyamoya disease is a rare condition where arteries at the base of the brain get blocked, leading to the formation of tiny blood vessels as a workaround.	Die Moyamoya-Krankheit ist eine seltene Erkrankung, bei der Arterien an der Hirnbasis verstopfen, was zur Bildung winziger Blutgefäße als Umgehungsweg führt.
CARDIO_000078	26	lupus	Lupus	Lupus	A chronic inflammatory connective tissue disease marked by skin rashes, joint pain and swelling, inflammation of the kidneys, inflammation of the fibrous tissue surrounding the heart (i.e., the pericardium), as well as other problems. Not all affected individuals display all of these problems.	A chronic condition where the immune system mistakenly attacks the body's own tissues.	Eine chronische Erkrankung, bei der das Immunsystem fälschlicherweise das körpereigene Gewebe angreift.
CARDIO_000079	40	atrophy	Atrophie	Atrophie	Decrease in the size of a cell, tissue, organ, or multiple organs, associated with a variety of pathological conditions such as abnormal cellular changes, ischemia, malnutrition, or hormonal changes.	When a body part or tissue shrinks or weakens, it's called atrophy.	Wenn ein Körperteil oder Gewebe schrumpft oder an Kraft verliert, spricht man von Atrophie.
CARDIO_000080	9	caffeine	Koffein	Koffein	A methylxanthine naturally occurring in some beverages and also used as a pharmacological agent. Caffeine's most notable pharmacological effect is as a central nervous system stimulant, increasing alertness and producing agitation. It also relaxes SMOOTH MUSCLE, stimulates CARDIAC MUSCLE, stimulates DIURESIS, and appears to be useful in the treatment of some types of headache. Several cellular actions of caffeine have been observed, but it is not entirely clear how each contributes to its pharmacological profile. Among the most important are inhibition of cyclic nucleotide PHOSPHODIESTERASES, antagonism of ADENOSINE RECEPTORS, and modulation of intracellular calcium handling.	Caffeine is a common stimulant found in coffee and tea that can increase heart rate and help you stay alert.	Koffein ist ein weit verbreitetes Stimulans, das in Kaffee und Tee enthalten ist und die Herzfrequenz erhöhen sowie dazu beitragen kann, dass man wachsam bleibt.
CARDIO_000081	15	small vessel ischemic	ischämisch bei kleinen Gefäßen	kleingefäßische Ischämie	small vessel ischemic	When small blood vessels in the heart are damaged, it can lead to a form of heart disease that may also increase the risk of strokes.	Wenn kleine Blutgefäße im Herzen geschädigt werden, kann dies zu einer Form von Herzerkrankung führen, die auch das Schlaganfallrisiko erhöhen kann.
CARDIO_000082	1	arterionephrosclerosis	Arterionephrosklerose	Arterionephrosklerose	The thickening of the wall of the small arteries and arterioles. It is caused by deposition of hyaline material in the wall or concentric smooth muscle wall hypertrophy. It results in lumen narrowing and tissue ischemia.	Arterionephrosclerosis is when the arteries in the kidneys become thick or hard.	Bei der Arterionephrosklerose kommt es zu einer Verdickung oder Verhärtung der Arterien in den Nieren.
CARDIO_000083	54	HTN	HTN	HTN	Abnormally high systolic blood pressure.	High blood pressure occurs when the force of blood in the arteries is too high.	Bluthochdruck liegt vor, wenn der Blutdruck in den Arterien zu hoch ist.
CARDIO_000084	37	VITAL SIGNS	VITALWERTE	VITALZEICHEN	The signs of life that may be monitored or measured, namely pulse rate, respiratory rate, body temperature, and blood pressure. SIGNS	Numbers that indicate how your body is doing, like blood pressure and heart rate.	Werte, die Aufschluss darüber geben, wie es Ihrem Körper geht, wie zum Beispiel Blutdruck und Herzfrequenz.
CARDIO_000085	1	Paroxysmal AF	Paroxysmales Vorhofflimmern	Paroxysmales Vorhofflimmern	A disorder characterized by an electrocardiographic finding of episodic atrial fibrillation with abrupt onset and termination.	Paroxysmal AF is a sudden onset of irregular heart rhythm.	Paroxysmales Vorhofflimmern ist ein plötzlich auftretender unregelmäßiger Herzrhythmus.
CARDIO_000086	1	Pacemaker	Herzschrittmacher	Herzschrittmacher	A device designed to stimulate, by electric impulses, contraction of the heart muscles. It may be temporary (external) or permanent (internal or internal-external).	A pacemaker is like a tiny device that helps control your heart rate by sending electrical signals.	Ein Herzschrittmacher ist ein winziges Gerät, das durch das Senden elektrischer Signale dabei hilft, die Herzfrequenz zu regulieren.
CARDIO_000087	1	unipolar configuration	unipolare Konfiguration	unipolare Konfiguration	A conducting cell of the nervous system that has only one process extending from the cell body. It is always a sensory neuron. Anatomical orientation which is the standard position of the human body: erect, upper limbs adducted with palms facing anteriorly and lower limbs straight with soles facing inferiorly. Examples: There is only one anatomical position.	Instructions given to a pacemaker to govern its functioning.	Anweisungen an einen Herzschrittmacher zur Steuerung seiner Funktion.
CARDIO_000088	1	under - sensing	Unterer Messbereich	„under – Sensing“	under - Problem associated with the amount of input required by the device to detect a signal being higher than expected/desired.	When a pacemaker needs to be adjusted.	Wann muss ein Herzschrittmacher eingestellt werden?
CARDIO_000089	1	AAI	AAI	AAI	AAI	AAI is a type of setting on a pacemaker that helps control heart rhythm.	AAI ist eine Einstellungsoption bei Herzschrittmachern, die zur Regulierung des Herzrhythmus beiträgt.
CARDIO_000090	53	CAD	CAD	CAD	An imbalance between myocardial functional requirements and the capacity of the CORONARY VESSELS to supply sufficient blood flow. It is a form of MYOCARDIAL ISCHEMIA (insufficient blood supply to the heart muscle) caused by a decreased capacity of the coronary vessels.	A condition where blood vessels carrying blood to the heart become narrow or blocked.	Ein Zustand, bei dem sich die Blutgefäße, die das Herz mit Blut versorgen, verengen oder verstopfen.
CARDIO_000091	4	htn	htn	htn	Abnormally high systolic blood pressure.	High blood pressure is when the force of blood in your arteries is too high.	Von Bluthochdruck spricht man, wenn der Druck des Blutes in den Arterien zu hoch ist.
CARDIO_000092	2	event monitor	Ereignisüberwachung	Ereignismonitor	An abstract class to capture the concept of an event (either in the laboratory or a computational analysis). (caMAGE) In medicine, to regularly watch and check a person or condition to see if there is any change. Also refers to a device that records and/or displays patient data, such as for an electrocardiogram (EKG).	A device that tracks your heart's electrical activity when you have symptoms.	Ein Gerät, das die elektrische Aktivität Ihres Herzens aufzeichnet, wenn Sie Symptome haben.
CARDIO_000093	1	ANKRD1 gene	ANKRD1-Gen	ANKRD1-Gen	ANKRD1 gene	The ANKRD1 gene is a specific spot on a chromosome that can lead to heart disease.	Das ANKRD1-Gen ist eine bestimmte Stelle auf einem Chromosom, die zu Herzerkrankungen führen kann.
CARDIO_000094	7	propranolol	Propranolol	Propranolol	A widely used non-cardioselective beta-adrenergic antagonist. Propranolol has been used for MYOCARDIAL INFARCTION; ARRHYTHMIA; ANGINA PECTORIS; HYPERTENSION; HYPERTHYROIDISM; MIGRAINE; PHEOCHROMOCYTOMA; and ANXIETY but adverse effects instigate replacement by newer drugs.	Propranolol is a medicine that helps with chest pain, heart rhythm issues, and high blood pressure.	Propranolol ist ein Arzneimittel, das bei Brustschmerzen, Herzrhythmusstörungen und Bluthochdruck hilft.
CARDIO_000095	9	Holter monitor	Holter-Monitor	Holter-Monitor	An ambulatory electrocardiography technique that records a continuous electrocardiographic rhythm pattern for 24 hours or more to detect heart arrhythmias.	A Holter monitor is a device you wear that tracks your heartbeat.	Ein Holter-Monitor ist ein Gerät, das Sie am Körper tragen und das Ihren Herzschlag aufzeichnet.
CARDIO_000096	8	supraventricular	supraventrikulär	supraventrikulär	Region of wall of right ventricle which has as its parts the mural and septal limbs of supraventricular crest.	Above the lower heart chambers.	Oberhalb der unteren Herzkammern.
CARDIO_000097	1	ventricular ectopy	ventrikuläre Ektopie	ventrikuläre Ektopie	A type of cardiac arrhythmia with premature contractions of the HEART VENTRICLES. It is characterized by the premature QRS complex on ECG that is of abnormal shape and great duration (generally >129 msec). It is the most common form of all cardiac arrhythmias. Premature ventricular complexes have no clinical significance except in concurrence with heart diseases.	Irregular heartbeats originating from the lower part of the heart.	Herzrhythmusstörungen, die ihren Ursprung im unteren Teil des Herzens haben.
CARDIO_000098	1	trimethaphan sulfamethoxazole	Trimethaphan-Sulfamethoxazol	Trimethaphan-Sulfamethoxazol	A nicotinic antagonist that has been used as a ganglionic blocker in hypertension, as an adjunct to anesthesia, and to induce hypotension during surgery. A drug combination with broad-spectrum antibacterial activity against both gram-positive and gram-negative organisms. It is effective in the treatment of many infections, including PNEUMOCYSTIS PNEUMONIA in AIDS.	A drug mix that fights various infections.	Ein Medikamentencocktail zur Bekämpfung verschiedener Infektionen.
